Source,Site,Phase,Context,SiteCode,Specimen,Element,GLI,GLm,DI,Dm,Bd,GL,GD,GB,min.w.sh/midpoint w.shaft,max w.sh/th.shaft,Bp,DC,Td,BT,HTC,Dp,Dd,LA,SH,SB,MHP,MWP,DLS,Ld,SLC,GLP,BG,DPA,SDO,BPC,SD,GLpe,BFp,BFd,LG,LO,MBS
Edwards,Ayn Qasiyya B,,1011-1,AQB,1750,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.52,20.30,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1011-1,AQB,1754,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,29.06,22.75,,,,,,,,24.31,,
Edwards,Ayn Qasiyya B,,1004-2,AQB,1781,Phalanx2,,,,,7.79,21.49,,,,,8.48,,,,,,,,,,,,,,,,,,,,6.21,,,,,,
Edwards,Ayn Qasiyya B,,1011-1,AQB,1799,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,28.56,19.19,,,,,,,,22.43,,
Edwards,Ayn Qasiyya B,,1011-1,AQB,1800,Radius,,,,,,,,,,,25.31,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1011-1,AQB,1816,Tibia,,,,,23.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1011-1,AQB,1817,Humerus,,,,,26.64,,,,,,,,,23.40,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1011-1,AQB,1841,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.75,19.82,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,1929,Astragalus,27.12,25.28,15.17,15.55,16.09,,,,,,17.87,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,1931,Astragalus,27.26,24.33,15.83,15.51,16.38,,,,,,17.40,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,1933,Phalanx2,,,,,7.40,21.68,,,,,8.52,,,,,,,,,,,,,,,,,,,,6.19,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,1940,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,,22.34,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-2,AQB,1946,Astragalus,27.94,25.55,15.34,15.43,16.43,,,,,,16.16,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-2,AQB,1947,Tibia,,,,,20.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,1972,Astragalus,25.90,24.24,14.74,14.40,15.37,,,,,,16.72,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,1978,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.64,20.55,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,1979,Patella,,,,,,22.03,,18.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-2,AQB,1998,Humerus,,,,,27.91,,,,,,,,,22.77,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-2,AQB,2012,Patella,,,,,,25.22,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2031,Calcaneus,,,,,,58.57,,,,,17.86,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2036,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.30,21.91,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2089,Phalanx2,,,,,7.60,21.75,,,,,8.50,,,,,,,,,,,,,,,,,,,,6.72,,,,,,
Edwards,Ayn Qasiyya B,,1011.1,AQB,2114,Phalanx1,,,,,,37.98,,,,,10.77,,,,,,,,,,,,,,,,,,,,7.25,,,,,,
Edwards,Ayn Qasiyya B,,1011.1,AQB,2117,Astragalus,27.06,24.68,15.07,14.87,16.26,,,,,,15.85,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1011.1,AQB,2118,Astragalus,27.58,25.10,15.65,15.94,16.21,,,,,,16.52,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1011.1,AQB,2125,Metatarsal,,,,,,,,,,,19.05,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2146,Phalanx1,,,,,9.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2147,Phalanx1,,,,,,,,,,,9.92,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2149,Phalanx2,,,,,7.78,22.47,,,,,8.36,,,,,,,,,,,,,,,,,,,,6.67,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2150,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,22.98,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2151,Scaphoid,,,,,,15.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2158,Tibia,,,,,23.18,,,,,,,,,,,,20.71,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2207,Axis,,,,,,,,38.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2208,Axis,,,,,,,,36.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2209,Pelvis,,,,,,,,,,,,,,,,,,,,,,,,29.60,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2211,Tibia,,,,,22.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2212,Tibia,,,,,22.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2215,Phalanx1,,,,,8.22,36.77,,,,,10.27,,,,,,,,,,,,,,,,,,,,7.22,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2222,Astragalus,26.07,24.57,14.57,14.30,15.32,,,,,,17.19,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2263,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,23.95,19.04,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2265,Scaphoid,,,,,,15.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2390,Humerus,,,,,23.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2391,Humerus,,,,,23.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2397,Astragalus,26.57,24.57,,,15.44,,,,,,15.49,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2549,Astragalus,27.76,25.99,15.94,15.47,16.39,,,,,,16.60,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2550,Phalanx2,,,,,7.53,20.65,,,,,8.08,,,,,,,,,,,,,,,,,,,,6.12,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2552,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.75,20.72,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2588,Patella,,,,,,24.11,,19.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2592,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,28.35,19.85,,,,,,,,21.46,,
Edwards,Ayn Qasiyya B,,1004-2,AQB,2616,Phalanx2,,,,,8.51,24.09,,,,,9.40,,,,,,,,,,,,,,,,,,,,6.74,,,,,,
Edwards,Ayn Qasiyya B,,1004-2,AQB,2616,Phalanx2,,,,,7.67,23.73,,,,,9.58,,,,,,,,,,,,,,,,,,,,6.36,,,,,,
Edwards,Ayn Qasiyya B,,1004-2,AQB,2616,Phalanx2,,,,,7.65,23.02,,,,,9.14,,,,,,,,,,,,,,,,,,,,6.52,,,,,,
Edwards,Ayn Qasiyya B,,1004-2,AQB,2616,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,29.13,23.49,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-2,AQB,2616,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.75,21.05,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2617,Astragalus,28.97,26.39,15.12,16.01,17.19,,,,,,16.85,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2618,Metapodial,,,,,,,,,,,,,,20.94,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2628,Astragalus,27.88,25.43,14.44,15.15,16.44,,,,,,16.39,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2631,Humerus,,,,,,,,,,,,,,23.20,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2632,Femur,,,,,32.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-2,AQB,2636,Metacarpal,,,,,,,,,,,21.23,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2637,Tibia,,,,,20.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2648,Phalanx2,,,,,8.07,21.64,,,,,8.74,,,,,,,,,,,,,,,,,,,,6.57,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2656,Astragalus,27.17,,15.35,15.21,14.83,,,,,,15.55,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2657,Astragalus,,24.89,14.58,13.94,15.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2689,Patella,,,,,,23.76,,18.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2698,Astragalus,28.32,25.83,14.88,16.08,17.23,,,,,,16.55,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2703,Patella,,,,,,21.88,,18.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2706,Phalanx2,,,,,7.63,20.92,,,,,8.62,,,,,,,,,,,,,,,,,,,,6.58,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2814,Phalanx2,,,,,7.61,22.45,,,,,9.06,,,,,,,,,,,,,,,,,,,,6.87,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2815,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.98,20.89,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004.1,AQB,2823,Tibia,,,,,20.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004.1,AQB,2824,Tibia,,,,,21.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004.1,AQB,2829,Phalanx1,,,,,8.92,37.15,,,,,11.01,,,,,,,,,,,,,,,,,,,,8.19,,,,,,
Edwards,Ayn Qasiyya B,,1004.1,AQB,2834,Phalanx2,,,,,8.48,22.19,,,,,8.89,,,,,,,,,,,,,,,,,,,,6.64,,,,,,
Edwards,Ayn Qasiyya B,,1004.1,AQB,2835,Phalanx2,,,,,7.08,20.68,,,,,7.86,,,,,,,,,,,,,,,,,,,,5.59,,,,,,
Edwards,Ayn Qasiyya B,,1004.1,AQB,2853,Phalanx2,,,,,8.18,21.94,,,,,8.49,,,,,,,,,,,,,,,,,,,,6.79,,,,,,
Edwards,Ayn Qasiyya B,,1004.1,AQB,2854,Astragalus,26.65,25.31,14.96,14.78,16.77,,,,,,18.09,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2918,Phalanx1,,,,,7.75,40.00,,,,,9.09,,,,,,,,,,,,,,,,,,,,6.43,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2925,Astragalus,27.05,25.37,14.47,14.71,16.00,,,,,,16.45,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2926,Humerus,,,,,27.08,,,,,,,,,24.17,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2931,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,,24.04,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2932,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,29.92,20.02,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2936,Calcaneus,,,,,,54.88,,,,,13.03,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2938,Tibia,,,,,,,,,,,35.36,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2944,Phalanx1,,,,,8.64,38.53,,,,,10.44,,,,,,,,,,,,,,,,,,,,7.75,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2946,Phalanx2,,,,,7.70,21.07,,,,,8.55,,,,,,,,,,,,,,,,,,,,6.52,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2947,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.26,21.74,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2980,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,27.37,22.91,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2999,Humerus,,,,,,,,,,,,,,25.57,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,3000,Metacarpal,,,,,21.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,3008,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,30.19,21.84,,,,,,,,20.69,,
Edwards,Ayn Qasiyya B,,1004,AQB,3020,Tibia,,,,,23.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,3025,Phalanx2,,,,,7.73,22.22,,,,,8.87,,,,,,,,,,,,,,,,,,,,6.68,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,3027,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.65,20.70,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,3037,Phalanx2,,,,,8.40,22.88,,,,,9.55,,,,,,,,,,,,,,,,,,,,6.91,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,3040,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,23.66,19.11,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,3054,Phalanx1,,,,,8.45,37.09,,,,,10.23,,,,,,,,,,,,,,,,,,,,7.47,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,3125,Humerus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,3126,Humerus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,3139,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,29.08,19.44,,,,,,,,23.27,,
Edwards,Ayn Qasiyya B,,1004,AQB,3235,Astragalus,26.83,25.79,14.55,14.16,16.28,,,,,,17.86,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1017,AQB,?,Astragalus,26.89,25.50,14.37,14.81,16.21,,,,,,14.59,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,?,Metatarsal,,,,,22.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1011.1,AQB,1575a,Phalanx2,,,,,7.36,21.58,,,,,8.05,,,,,,,,,,,,,,,,,,,,6.02,,,,,,
Edwards,Ayn Qasiyya B,,1011.1,AQB,1575b,Phalanx2,,,,,7.95,21.08,,,,,8.73,,,,,,,,,,,,,,,,,,,,6.84,,,,,,
Edwards,Ayn Qasiyya B,,1011.1,AQB,1575c,Phalanx2,,,,,7.95,23.34,,,,,9.27,,,,,,,,,,,,,,,,,,,,6.96,,,,,,
Edwards,Ayn Qasiyya B,,1011.1,AQB,1576a,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.07,19.77,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1011.1,AQB,1576b,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,21.13,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,1672a,Phalanx2,,,,,7.69,20.88,,,,,8.33,,,,,,,,,,,,,,,,,,,,5.96,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,1672b,Phalanx2,,,,,8.60,22.61,,,,,9.62,,,,,,,,,,,,,,,,,,,,7.28,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,1699a,Phalanx1,,,,,8.78,39.26,,,,,10.24,,,,,,,,,,,,,,,,,,,,7.26,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,1699b,Phalanx1,,,,,7.67,37.58,,,,,11.46,,,,,,,,,,,,,,,,,,,,7.95,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,1705a,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,23.17,19.17,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,1705b,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,22.88,18.38,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1016,AQB,173a,Phalanx1,,,,,8.62,37.25,,,,,11.19,,,,,,,,,,,,,,,,,,,,7.78,,,,,,
Edwards,Ayn Qasiyya B,,1016,AQB,173b,Phalanx1,,,,,9.00,37.70,,,,,10.86,,,,,,,,,,,,,,,,,,,,7.36,,,,,,
Edwards,Ayn Qasiyya B,,1016,AQB,174a,Phalanx2,,,,,8.08,212.40,,,,,9.13,,,,,,,,,,,,,,,,,,,,6.78,,,,,,
Edwards,Ayn Qasiyya B,,1016,AQB,174b,Phalanx2,,,,,7.83,21.68,,,,,9.36,,,,,,,,,,,,,,,,,,,,6.81,,,,,,
Edwards,Ayn Qasiyya B,,1011-1,AQB,1751a,Phalanx2,,,,,7.67,21.64,,,,,8.76,,,,,,,,,,,,,,,,,,,,6.35,,,,,,
Edwards,Ayn Qasiyya B,,1011-1,AQB,1751b,Phalanx2,,,,,7.97,21.46,,,,,8.96,,,,,,,,,,,,,,,,,,,,6.57,,,,,,
Edwards,Ayn Qasiyya B,,1011-1,AQB,1751c,Phalanx2,,,,,7.96,22.34,,,,,8.92,,,,,,,,,,,,,,,,,,,,6.80,,,,,,
Edwards,Ayn Qasiyya B,,1016,AQB,176a,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.92,20.23,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1016,AQB,176b,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.13,20.05,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-2,AQB,1779a,Phalanx1,,,,,8.43,37.75,,,,,9.26,,,,,,,,,,,,,,,,,,,,7.04,,,,,,
Edwards,Ayn Qasiyya B,,1004-2,AQB,1779b,Phalanx1,,,,,8.72,42.76,,,,,9.13,,,,,,,,,,,,,,,,,,,,7.36,,,,,,
Edwards,Ayn Qasiyya B,,1004-2,AQB,1830a,Phalanx2,,,,,7.98,21.96,,,,,8.84,,,,,,,,,,,,,,,,,,,,6.06,,,,,,
Edwards,Ayn Qasiyya B,,1004-2,AQB,1830b,Phalanx2,,,,,7.57,21.57,,,,,8.90,,,,,,,,,,,,,,,,,,,,6.16,,,,,,
Edwards,Ayn Qasiyya B,,1004-2,AQB,2007a,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,30.12,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-2,AQB,2007b,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,29.12,19.91,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2088a,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.77,21.25,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2088b,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.23,20.58,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-2,AQB,2116a,Phalanx2,,,,,8.52,22.89,,,,,9.43,,,,,,,,,,,,,,,,,,,,6.71,,,,,,
Edwards,Ayn Qasiyya B,,1004-2,AQB,2116b,Phalanx2,,,,,7.37,22.44,,,,,8.61,,,,,,,,,,,,,,,,,,,,6.29,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2145a,Phalanx1,,,,,8.43,38.42,,,,,9.42,,,,,,,,,,,,,,,,,,,,6.98,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2145b,Phalanx1,,,,,7.96,37.82,,,,,8.61,,,,,,,,,,,,,,,,,,,,7.02,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2148a,Phalanx2,,,,,7.87,23.37,,,,,9.27,,,,,,,,,,,,,,,,,,,,6.75,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2148b,Phalanx2,,,,,7.34,21.64,,,,,8.47,,,,,,,,,,,,,,,,,,,,6.09,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2256a,Phalanx1,,,,,,,,,,,9.57,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2257a,Phalanx1,,,,,8.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2259a,Phalanx2,,,,,7.82,20.39,,,,,8.57,,,,,,,,,,,,,,,,,,,,6.40,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2259b,Phalanx2,,,,,7.58,21.74,,,,,8.28,,,,,,,,,,,,,,,,,,,,6.30,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2259c,Phalanx2,,,,,7.47,20.67,,,,,8.48,,,,,,,,,,,,,,,,,,,,5.72,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2574a,Phalanx2,,,,,7.28,19.91,,,,,9.83,,,,,,,,,,,,,,,,,,,,7.35,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2574b,Phalanx2,,,,,8.29,22.02,,,,,9.16,,,,,,,,,,,,,,,,,,,,6.76,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2574c,Phalanx2,,,,,7.66,22.51,,,,,9.18,,,,,,,,,,,,,,,,,,,,6.34,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2574d,Phalanx2,,,,,8.11,20.67,,,,,8.78,,,,,,,,,,,,,,,,,,,,6.41,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2574e,Phalanx2,,,,,7.77,20.87,,,,,9.28,,,,,,,,,,,,,,,,,,,,6.98,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2579a,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.93,22.65,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2579b,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.59,21.14,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2579b,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,23.53,18.43,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2582a,Astragalus,26.31,23.64,14.30,13.84,15.43,,,,,,16.89,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2582b,Astragalus,27.60,25.81,15.35,15.44,16.05,,,,,,16.64,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2582c,Astragalus,,24.62,14.45,,15.88,,,,,,16.43,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2583a,Astragalus,25.06,24.07,13.50,14.15,15.26,,,,,,15.55,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2630a,Humerus,,,,,25.20,,,,,,,,,24.60,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2630b,Humerus,,,,,,,,,,,,,,23.32,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2638a,Patella,,,,,,24.37,,20.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2638b,Patella,,,,,,24.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2639a,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,33.34,24.51,,,,,,,,23.11,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2639b,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,30.51,21.73,,,,,,,,21.02,,
Edwards,Ayn Qasiyya B,,1004,AQB,2647a,Phalanx1,,,,,8.59,38.40,,,,,11.23,,,,,,,,,,,,,,,,,,,,7.71,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2647b,Phalanx1,,,,,8.72,42.97,,,,,9.64,,,,,,,,,,,,,,,,,,,,7.10,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2676a,Phalanx2,,,,,7.68,21.78,,,,,9.34,,,,,,,,,,,,,,,,,,,,6.52,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2676b,Phalanx2,,,,,8.02,20.08,,,,,8.69,,,,,,,,,,,,,,,,,,,,6.02,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2678a,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,22.80,19.13,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004,AQB,2678b,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,27.39,22.15,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2707a,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,23.39,18.24,,,,,,,,,,,,,
Edwards,Ayn Qasiyya B,,1004-1,AQB,2707b,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.17,21.67,,,,,,,,,,,,,
